,Year,Country,Teen_fertility,ATMs,Compulsory_Ed,GDP_pc,Immunization_measles,Internet_use,Maternal_mort_ratio,Region,Continent,log_ATMs,log_MMR,log_GDP,log_internet
148,2010,South Africa,53.8052,55.5236424802399,9.0,7276.37675634687,64.0,24.0,154.0,Southern Africa,Africa,4.016808920679091,5.0369526024136295,8.89238831899382,3.1780538303479458
149,2010,South Sudan,86.1788,6.118853301343388,8.0,595.206173218473,83.0,6.494666666666668,876.0,Eastern Africa,Africa,1.8113747099069213,6.775366090936392,6.388907855135918,1.8709813272761868
150,2010,Spain,10.286,149.127670694935,10.0,30736.6278530812,95.0,65.8,5.0,Southern Europe,Europe,5.0048027893603795,1.6094379124341003,10.333210312086312,4.186619838331271
151,2010,Sri Lanka,19.5818,13.4643542916241,11.0,2808.43439175677,99.0,12.0,35.0,Southern Asia,Asia,2.6000457705369575,3.5553480614894135,7.94038245110029,2.4849066497880004
152,2010,St. Lucia,45.7624,44.4953920873618,10.0,8008.19716459999,95.0,32.5,54.0,Caribbean,North America,3.795385635212057,3.9889840465642745,8.988220941646011,3.481240089335692
153,2010,St. Vincent and the Grenadines,56.276,26.1398857313567,12.0,6231.77023247462,99.0,33.7,50.0,Caribbean,North America,3.2634623367770605,3.912023005428146,8.737415717884163,3.517497837358316
154,2010,Sudan,92.1528,3.47499367000052,8.0,1476.47808657841,90.0,16.7,349.0,Northern Africa,Africa,1.2455926574325122,5.855071922202427,7.297414859609846,2.8154087194227095
155,2010,Suriname,50.486,35.4584403085151,6.0,8303.31332009764,90.0,31.59,169.0,South America,South America,3.568361315147273,5.1298987149230735,9.024409909319974,3.4528406148139936
156,2010,Sweden,5.6526,42.796979223529,9.0,52076.2559134864,97.0,90.0,4.0,Northern Europe,Europe,3.7564675212074348,1.3862943611198906,10.860464383236076,4.499809670330265
157,2010,Switzerland,3.9014,95.9809420557832,12.0,74605.7210207051,92.0,83.9,6.0,Western Europe,Europe,4.564149651507824,1.791759469228055,11.21997247253697,4.429625613473161
158,2010,Syrian Arab Republic,44.6844,7.52896745930918,9.0,10672.400364514,82.0,20.7,49.0,Western Asia,Asia,2.0187579088117835,3.8918202981106265,9.2754162828672,3.0301337002713233
159,2010,Tajikistan,40.3956,4.4800768944107,9.0,738.347522660006,94.0,11.55,35.0,Central Asia,Asia,1.499640210210555,3.5553480614894135,6.604414611676131,2.446685436967803
160,2010,Tanzania,125.8002,3.94249801270364,7.0,701.604550062032,92.0,2.9,514.0,Eastern Africa,Africa,1.3718145357848317,6.2422232654551655,6.553369926302098,1.0647107369924282
161,2010,Thailand,47.9138,81.8864321179247,9.0,5075.30217639529,98.0,22.4,23.0,South-Eastern Asia,Asia,4.4053333131294234,3.1354942159291497,8.53214134428428,3.109060958860994
162,2010,Timor-Leste,57.6466,2.48509769747415,9.0,3603.94055106792,66.0,3.0,317.0,South-Eastern Asia,Asia,0.9103119736547161,5.75890177387728,8.189783123328008,1.0986122886681098
163,2010,Togo,92.1382,2.78247692350088,10.0,526.841072447646,68.0,3.0,393.0,Western Africa,Africa,1.0233415106923383,5.973809611869261,6.266898932751821,1.0986122886681098
164,2010,Tonga,17.5552,27.5925500114969,6.0,3548.0683985325,86.0,16.0,130.0,Polynesia,Oceania,3.317545809166545,4.867534450455582,8.17415862129678,2.772588722239781
165,2010,Trinidad and Tobago,36.1182,34.6670491122861,6.0,16683.4224239168,92.0,48.5,65.0,Caribbean,North America,3.545789642497586,4.174387269895637,9.722170836155911,3.8815637979434374
166,2010,Tunisia,7.1268,20.4614855749592,9.0,4140.1517698059,97.0,36.8,67.0,Northern Africa,Africa,3.018544366634377,4.204692619390966,8.328487725520827,3.6054978451748854
167,2010,Turkey,34.1514,52.2114649825134,8.0,10672.400364514,97.0,39.82,23.0,Western Asia,Asia,3.9553021064525415,3.1354942159291497,9.2754162828672,3.6843692986360503
168,2010,Turkmenistan,24.7322,19.28428505835745,10.0,4439.20300021757,99.0,3.0,46.0,Central Asia,Asia,2.959290518551807,3.828641396489095,8.398230134857915,1.0986122886681098
169,2010,Uganda,135.9608,3.48172434752399,7.0,595.206173218473,73.0,12.5,420.0,Eastern Africa,Africa,1.24752767322779,6.040254711277414,6.388907855135918,2.5257286443082556
170,2010,Ukraine,28.9362,76.5736899529963,11.0,2965.14236549771,56.0,23.3,26.0,Eastern Europe,Europe,4.3382535445476345,3.258096538021482,7.994680325624054,3.1484533605716547
171,2010,United Arab Emirates,28.5314,52.4545022098448,6.0,35037.8926731322,94.0,68.0,6.0,Western Asia,Asia,3.9599461692870195,1.791759469228055,10.46418540263485,4.219507705176107
172,2010,United Kingdom,20.8564,121.960716075914,11.0,38893.0184937365,89.0,85.0,10.0,Northern Europe,Europe,4.803698993502572,2.302585092994046,10.568570040330574,4.442651256490317
173,2010,United States,32.5494,218.155707363751,13.0,48375.4069462972,92.0,71.69,14.0,Northern America,North America,5.385209061793284,2.6390573296152584,10.786746842623257,4.272351267864781
174,2010,Uruguay,59.2876,33.8810255931761,14.0,11938.212001755,95.0,46.4,19.0,South America,South America,3.522855140670907,2.9444389791664403,9.38749962713642,3.8372994592322094
175,2010,Uzbekistan,17.753,3.98684150180644,11.0,1377.08214046938,98.0,15.9,39.0,Central Asia,Asia,1.3829993138609455,3.6635616461296463,7.227722148706553,2.766319109226186
176,2010,Vanuatu,45.9602,28.0766149189545,9.233532934131736,2965.80243434839,70.0,8.0,94.0,Melanesia,Oceania,3.3349370205714317,4.543294782270004,7.994902910347291,2.0794415416798357
177,2010,"Venezuela, RB",88.6516,37.6670460669788,14.0,13545.2634531128,79.0,37.37,99.0,South America,South America,3.6287856025681613,4.59511985013459,9.513792204541398,3.6208682434973927
178,2010,Vietnam,33.955,16.9318355814357,9.0,1310.37027294129,98.0,30.65,58.0,South-Eastern Asia,Asia,2.8291956120891877,4.060443010546419,7.178065027357122,3.4226326623822203
179,2010,West Bank and Gaza,62.806,15.2604779869759,10.0,2338.71987682303,91.11764705882354,37.4,54.0,Western Asia,Asia,2.7252663482344297,3.9889840465642745,7.757358997472441,3.6216707044204863
180,2010,"Yemen, Rep.",71.2432,3.28361769266222,9.0,1309.23195973585,68.0,12.35,416.0,Western Asia,Asia,1.1889457696679255,6.030685260261263,7.177195953981869,2.513656063073986
181,2010,Zambia,105.4788,6.63346767574959,7.0,1463.21357310715,96.0,10.0,262.0,Eastern Africa,Africa,1.8921276954828217,5.568344503761097,7.28839037335071,2.302585092994046
182,2010,Zimbabwe,114.4282,4.85603259466199,7.0,854.847665291076,90.0,6.4,446.0,Eastern Africa,Africa,1.5802217659797257,6.100318952020064,6.75092328381253,1.8562979903656263
