,Year,Country,Teen_fertility,ATMs,Compulsory_Ed,GDP_pc,Immunization_measles,Internet_use,Maternal_mort_ratio,Region,Continent,log_ATMs,log_MMR,log_GDP,log_internet
113,2010,Myanmar,31.8096,34.06168851207245,5.0,987.73658320217,88.0,0.25,205.0,South-Eastern Asia,Asia,3.5281732486408885,5.3230099791384085,6.895416046007316,-1.3862943611198906
114,2010,Namibia,79.776,49.1773261136833,7.0,5191.58308141444,75.0,11.6,319.0,Southern Africa,Africa,3.8954326659257426,5.765191102784844,8.55479395496987,2.451005098112319
115,2010,Nepal,76.4548,10.326470768712056,9.233532934131736,592.183521642014,86.0,7.93,349.0,Southern Asia,Asia,2.3347105760353255,5.855071922202427,6.383816589616746,2.0706530356467567
116,2010,Netherlands,4.7864,57.786032911865,12.0,50338.2548273725,96.0,90.72,8.0,Western Europe,Europe,4.056747101354002,2.0794415416798357,10.82652060037626,4.507777839979442
117,2010,New Zealand,25.7978,72.2191634426375,10.0,33692.0108346543,91.0,80.46,13.0,Australia and New Zealand,Oceania,4.279705432323866,2.5649493574615367,10.425016021014637,4.387760166521642
118,2010,Nicaragua,97.552,8.4275686775537,7.0,1526.49793806178,99.0,10.0,166.0,Central America,North America,2.131508317313129,5.111987788356544,7.330731461412003,2.302585092994046
119,2010,Niger,205.1126,0.584026154637958,9.233532934131736,348.15605909962,67.0,0.83,657.0,Western Africa,Africa,-0.5378095118177741,6.48768401848461,5.852650824941321,-0.18632957819149348
120,2010,Nigeria,119.5004,11.2195819674795,9.0,2291.36001310585,56.0,11.5,867.0,Western Africa,Africa,2.4176606416000603,6.7650389767805414,7.736900812450075,2.4423470353692043
121,2010,North Macedonia,19.0902,51.118789714123,13.0,4542.90410449183,98.0,51.9,8.0,Southern Europe,Europe,3.9341521344001826,2.0794415416798357,8.421321757126279,3.949318790171843
122,2010,Norway,7.1886,55.2461511072911,10.0,87770.2668443401,93.0,93.39,6.0,Northern Europe,Europe,4.011798674754817,1.791759469228055,11.382478075849743,4.536784273121627
123,2010,Oman,11.876,40.440026423177,9.233532934131736,19281.0008081038,99.0,35.8278,18.0,Western Asia,Asia,3.699820047544169,2.8903717578961645,9.866875475951318,3.5787241283711766
124,2010,Pakistan,41.1408,4.39704363218735,12.0,1040.14226787636,57.0,8.0,211.0,Southern Asia,Asia,1.4809324133214536,5.351858133476067,6.947112778814655,2.0794415416798357
125,2010,Panama,87.2886,39.7450275135534,11.0,8080.83822506562,97.0,40.1,101.0,Central America,North America,3.6824847392767777,4.61512051684126,8.997250886860387,3.6913763343125234
126,2010,Papua New Guinea,58.3852,5.49150070637561,9.233532934131736,2004.81811175089,74.0,1.28,238.0,Melanesia,Oceania,1.7032015708769772,5.472270673671475,7.603308618294377,0.2468600779315258
127,2010,Paraguay,63.2754,18.8079358003315,9.0,4382.69044870854,93.0,19.8,139.0,South America,South America,2.934278897808479,4.9344739331306915,8.385418072487466,2.9856819377004897
128,2010,Peru,53.1626,26.54099974794,12.0,5022.49319096369,94.0,34.77,92.0,South America,South America,3.2786906976723538,4.5217885770490405,8.521681740981588,3.5487549460197703
129,2010,Philippines,56.2002,15.1246257865734,11.0,2129.49924655622,80.0,25.0,129.0,South-Eastern Asia,Asia,2.716324262227255,4.859812404361672,7.663642135550677,3.2188758248682006
130,2010,Poland,14.9762,50.8871458514956,10.0,12597.8623899641,98.0,62.32,4.0,Eastern Europe,Europe,3.929610354364853,1.3862943611198906,9.44128242695696,4.132282401562493
131,2010,Portugal,13.665,194.601059918523,9.0,22538.6540773482,96.0,53.3,11.0,Southern Europe,Europe,5.270951616389297,2.3978952727983707,10.022987073182158,3.975936331171799
132,2010,Puerto Rico,46.5064,39.12637923026041,13.0,26435.74878578,89.7,45.3,16.0,Caribbean,North America,3.666796900130624,2.772588722239781,10.18247249381331,3.8133070324889884
133,2010,Qatar,12.8584,51.2664692724428,9.0,70306.2278449301,99.0,69.0,16.0,Western Asia,Asia,3.937036918053553,2.772588722239781,11.160615663418747,4.23410650459726
134,2010,Romania,37.4372,59.2413103625411,10.0,8209.9194562169,95.0,39.93,30.0,Eastern Europe,Europe,4.081619108711701,3.4011973816621555,9.01309839194974,3.6871279210751298
135,2010,Russian Federation,27.5684,95.5443962202785,9.0,10674.987707365,98.0,43.0,29.0,Eastern Europe,Europe,4.55959102135031,3.367295829986474,9.275658686561268,3.7612001156935624
136,2010,Rwanda,34.7656,1.40763784293577,6.0,563.401345326449,95.0,8.0,381.0,Eastern Africa,Africa,0.3419130108266747,5.942799375126701,6.333992243310293,2.0794415416798357
137,2010,Samoa,29.6202,25.2261656228253,8.0,3453.43429763501,56.0,7.0,64.0,Polynesia,Oceania,3.227881774203795,4.1588830833596715,8.147124463484873,1.9459101490553132
138,2010,Sao Tome and Principe,103.976,0.0,6.0,1129.75496146547,92.0,18.75,162.0,Middle Africa,Africa,-inf,5.087596335232384,7.029756039930756,2.9311937524164198
139,2010,Saudi Arabia,11.1736,56.5265438471493,9.0,19259.5872568465,98.0,41.0,14.0,Western Asia,Asia,4.034710330434116,2.6390573296152584,9.865764255052214,3.713572066704308
140,2010,Senegal,87.5702,3.90130569608365,11.0,1255.40273833704,81.0,8.0,375.0,Western Africa,Africa,1.361311290972242,5.926926025970411,7.135211707127699,2.0794415416798357
141,2010,Serbia,21.5124,47.3775496213147,8.0,5411.87740391911,95.0,40.9,16.0,Southern Europe,Europe,3.858148479818624,2.772588722239781,8.596351336395358,3.711130063048756
142,2010,Sierra Leone,134.3892,0.386752297308646,9.0,399.154367608307,82.0,0.58,1630.0,Western Africa,Africa,-0.9499708495113197,7.396335293800808,5.989348228305039,-0.5447271754416722
143,2010,Singapore,4.7298,61.5051002694844,6.0,46569.6795060716,95.0,71.0,11.0,South-Eastern Asia,Asia,4.119120102584998,2.3978952727983707,10.748704953970169,4.2626798770413155
144,2010,Slovak Republic,22.0306,51.2416402124505,10.0,16600.6135880385,98.0,75.71,6.0,Eastern Europe,Europe,3.9365524869075172,1.791759469228055,9.717194936796364,4.326910252115215
145,2010,Slovenia,4.9674,103.024268836654,9.0,23437.4720211387,95.0,70.0,9.0,Southern Europe,Europe,4.6349645802489965,2.1972245773362196,10.062091388947305,4.248495242049359
146,2010,Solomon Islands,57.2384,11.1954501690513,9.233532934131736,1290.57237443375,74.0,5.0,136.0,Melanesia,Oceania,2.4155074608591622,4.912654885736052,7.162841100060922,1.6094379124341003
147,2010,Somalia,117.0854,6.118853301343388,9.233532934131736,595.206173218473,46.0,6.494666666666668,820.0,Eastern Africa,Africa,1.8113747099069213,6.709304340258298,6.388907855135918,1.8709813272761868
